transaction_id,amount,balance_before,time_of_day,day_of_week,transaction_type,recipient_frequency,location_match,device_match,transaction_frequency,account_age_days,balance_after,transaction_velocity,is_fraud
5083,26080.24924095207,37189.29499104428,17,0,Bill Payment,8.90492956035766,0,0,10,585,11109.045750092206,2,0
5084,2595.3872467203187,15401.91324763772,3,0,Withdrawal,13.724228812671255,1,1,8,301,12806.526000917402,2,0
5085,149132.4332884405,29160.456992054904,17,1,Deposit,2.4703458688769473,1,1,9,15,-119971.97629638558,2,0
5086,2302132.9292405834,21362.43972741997,22,4,Bill Payment,2.177512628774854,1,1,8,130,-2280770.4895131635,3,0
5087,21289.89553330937,6770.435621554306,4,0,Deposit,2.996869471279044,1,1,10,705,-14519.459911755064,3,0
5088,60478.437561362705,17184.0636121134,15,5,Transfer,1.4638397185588548,1,1,8,431,-43294.373949249304,3,0
5089,26082.94552651318,36518.654779989265,12,5,Deposit,9.818589579706462,1,1,9,597,10435.709253476085,4,0
5090,5286.071705189533,30988.190969240837,8,6,Transfer,1.9150779324795464,1,1,9,329,25702.119264051304,2,0
5091,577.3677687959297,6869.140614294489,4,1,Transfer,2.984253939467208,1,1,11,297,6291.772845498559,2,0
5092,5369.301120147033,9002.79807600112,7,4,Bill Payment,1.9280423172876582,1,1,11,859,3633.496955854087,3,0
5093,1361.147316413027,32395.934606064828,17,4,Withdrawal,0.6330402272435833,1,1,13,166,31034.787289651802,6,0
5094,665440.2669356517,40857.35530172257,2,6,Deposit,4.665244211683833,1,1,19,240,-624582.9116339291,2,0
5095,17496.92818386664,18124.250301950295,5,3,Deposit,4.428935392793857,1,1,7,52,627.3221180836554,2,0
5096,11027.653392782031,30170.226840329058,10,2,Bill Payment,1.7470792281825431,1,1,14,121,19142.573447547027,2,0
5097,130392.92222364906,9361.535848853158,22,0,Deposit,0.1595082934962919,1,1,8,50,-121031.3863747959,2,0
5098,2336.7066308494723,16257.440508360869,13,1,Deposit,13.803036071630594,1,1,14,276,13920.733877511397,6,0
5099,4751.7674568209,1993.2400779795773,23,4,Deposit,2.1967687762330836,1,1,6,598,-2758.5273788413233,6,0
5100,25238.970780279382,38645.52144217661,18,3,Transfer,3.8691268518063753,1,1,6,529,13406.550661897225,4,0
5101,172394.0256910324,20649.481168875373,6,2,Transfer,0.7759570343900924,1,1,10,62,-151744.54452215703,1,0
5102,60076.26337448851,40990.15310904374,23,4,Airtime,1.4462035823729733,1,1,7,818,-19086.110265444768,7,0
5103,36194.05960474877,35710.276805113586,9,4,Airtime,2.8568851712501866,1,1,9,834,-483.78279963518435,3,0
5104,25751.173309519254,41608.46902069537,14,0,Deposit,4.130472384335656,0,1,6,63,15857.295711176113,3,0
5105,49043.930244830815,14997.274809561255,5,2,Deposit,9.621228503150924,1,1,8,847,-34046.65543526956,7,0
5106,32968.4331113685,10070.327790964418,19,2,Bill Payment,1.7153626770452626,0,1,12,369,-22898.10532040408,3,0
5107,2807.5161820092712,48623.37844993186,5,6,Withdrawal,10.270068735886174,1,1,10,393,45815.86226792259,4,0
5108,24152.86880846303,36149.06156500261,15,1,Transfer,3.066542837504163,1,1,14,417,11996.192756539578,3,0
5109,2572.472254338433,41868.071128406846,8,3,Transfer,2.8341312019006777,1,1,11,941,39295.59887406841,3,0
5110,25904.321467635782,1643.5353117867526,18,6,Transfer,2.524340947977532,1,1,10,673,-24260.78615584903,7,0
5111,8422.854946307787,18368.61939449844,17,5,Airtime,10.86560328231458,0,1,12,644,9945.764448190654,5,0
5112,3536907.2518024137,37398.017838289255,4,1,Withdrawal,1.445196021533273,1,1,12,123,-3499509.2339641247,6,0
5113,20337.286070337974,4821.1588165091825,15,3,Transfer,9.737302777173042,0,1,7,705,-15516.127253828792,3,0
5114,1328.121567284803,28799.656548877847,6,6,Bill Payment,0.4666299298381025,1,1,12,905,27471.534981593046,5,0
5115,16842.143714345908,22024.565605295156,18,1,Bill Payment,15.54204598232403,1,1,9,200,5182.421890949248,1,0
5116,62237.780089628446,1863.2088499142574,4,3,Transfer,3.495984776471664,1,1,15,720,-60374.57123971419,4,0
5117,625763.56829125,12562.803278853118,19,5,Withdrawal,34.08594024446874,1,1,8,861,-613200.765012397,5,0
5118,6775.681290141112,14954.807464268997,10,0,Withdrawal,4.681624666211012,0,1,8,616,8179.126174127885,4,0
5119,929.9623039630335,6481.1373709698,22,3,Withdrawal,0.6255607939613174,1,1,8,119,5551.175067006767,3,0
5120,112834.11642145483,31945.30857739036,17,5,Withdrawal,0.3141222831680323,1,0,8,330,-80888.80784406447,2,0
5121,1392.4256653201116,12877.495936342562,6,1,Deposit,1.0747537675833012,1,1,6,889,11485.07027102245,3,0
5122,9206.721710635824,14603.35548135003,17,2,Airtime,2.7335502417492528,1,0,10,663,5396.633770714207,0,0
5123,13157.655414019498,45013.69131180722,2,4,Deposit,6.875578328608683,0,0,8,202,31856.03589778772,4,0
5124,19162.932506716137,23889.031541963832,4,5,Transfer,0.0035752535819000165,1,1,10,875,4726.099035247695,1,0
5125,87406.84827722721,20214.279201494344,22,5,Transfer,1.4876303509873532,1,1,8,478,-67192.56907573287,1,0
5126,5612.387208835177,36469.680877421146,12,5,Transfer,4.428443337591733,1,1,13,760,30857.293668585968,2,0
5127,12740.504087696168,45571.07604726269,15,3,Deposit,1.7682786975138867,1,1,11,895,32830.57195956653,2,0
5128,21406.701241154802,2226.7804756347477,21,6,Transfer,2.2076145611533926,1,1,7,513,-19179.920765520055,5,0
5129,29708.720910453987,22963.703481214427,11,3,Bill Payment,1.7888317889283898,1,1,9,880,-6745.01742923956,4,0
5130,26786.52788946034,30928.286447819417,6,2,Bill Payment,15.307535845687056,1,1,14,912,4141.758558359077,6,0
5131,52681.074397848744,16609.591808173493,21,0,Bill Payment,0.3405012253086298,1,0,12,838,-36071.48258967525,5,0
5132,119095.26752928949,38847.97838403884,12,1,Bill Payment,11.903340898899957,1,1,6,403,-80247.28914525064,1,0
5133,48303.931377227935,48602.37644324342,0,0,Transfer,1.952186777643078,1,1,11,930,298.44506601548346,2,0
5134,54566.26136483268,47227.94094626388,14,6,Deposit,1.415440817242366,1,1,6,369,-7338.320418568801,5,0
5135,930.3433080847992,14033.144429617152,20,3,Transfer,10.739395747919493,1,1,6,593,13102.801121532353,0,0
5136,24354.097714883428,12090.575643436814,11,3,Transfer,1.6919613764076737,1,1,2,60,-12263.522071446614,4,0
5137,57469.8129068017,47917.036020039835,16,5,Bill Payment,21.90354131887631,1,1,10,319,-9552.776886761865,3,0
5138,94644.4378198891,23472.79588414183,22,5,Withdrawal,3.971335919616004,0,1,5,956,-71171.64193574728,3,0
5139,5515.394446049308,11206.588431149896,19,0,Transfer,3.2348685917941005,1,1,9,49,5691.193985100588,2,0
5140,5895.363362794278,35642.85121789049,4,1,Transfer,18.75102772780098,1,1,4,331,29747.487855096217,3,0
5141,6986.944739199555,14936.595871285786,16,3,Deposit,1.2858734126704798,1,1,12,605,7949.651132086231,2,0
5142,64397.352421675954,14095.101778481565,23,3,Transfer,11.982793931480746,1,1,10,483,-50302.25064319439,3,0
5143,174165.64530328102,44083.20311081145,14,6,Transfer,4.476617988798057,1,1,9,60,-130082.44219246958,1,0
5144,9750.557924855286,8961.478515468269,19,0,Withdrawal,7.031826425582891,1,1,9,540,-789.0794093870172,4,0
5145,135391.33302467776,4155.2543768455835,18,4,Bill Payment,4.361779508067728,1,1,4,589,-131236.07864783218,3,0
5146,28196.682786684138,14190.135568412676,0,5,Bill Payment,4.820168316388659,1,1,10,644,-14006.547218271462,2,0
5147,17178.75020281346,30740.325229071987,3,2,Deposit,0.8416281726265735,1,1,3,180,13561.575026258528,5,0
5148,14432.408403404323,7031.304816760257,2,3,Transfer,0.8223844005568925,1,1,12,592,-7401.103586644065,4,0
5149,98049.00946270494,24108.138941562895,7,1,Bill Payment,2.5304924369353365,1,1,13,310,-73940.87052114205,7,0
5150,42241.38191239907,31739.518410840672,8,4,Withdrawal,2.126216367121421,1,1,14,162,-10501.863501558397,3,0
5151,2087861.4184236177,42588.112637065526,11,0,Deposit,6.225023548096336,1,1,11,981,-2045273.3057865521,3,0
5152,4006.0088043147034,12263.609968910463,4,6,Bill Payment,6.414365429791737,1,1,10,528,8257.601164595759,3,0
5153,62081.50540876545,41049.969845756685,8,0,Deposit,4.148180881408148,1,1,8,340,-21031.535563008765,0,0
5154,7643.401307275104,12510.40679543069,0,6,Transfer,2.570899562939685,1,1,10,766,4867.005488155586,2,0
5155,3871.611184092057,34161.56052074239,22,1,Bill Payment,5.647568088805238,0,1,5,870,30289.94933665033,1,0
5156,21552.90148038974,22103.0050026403,10,6,Deposit,5.813283443676122,1,1,14,291,550.1035222505598,3,0
5157,28989.963382706883,6619.380876554838,6,5,Withdrawal,8.28007868788799,1,1,8,36,-22370.582506152045,4,0
5158,7544633.77410625,35998.90967827059,21,5,Transfer,8.349396204862778,1,1,14,593,-7508634.864427979,3,0
5159,15240.450186997787,11670.368308901872,19,4,Transfer,0.3605269256413591,1,1,10,677,-3570.0818780959144,4,0
5160,2297.6509203815026,9654.547875204982,13,1,Transfer,2.342434820467761,1,1,8,87,7356.89695482348,3,0
5161,38025.84864614505,18557.82350087978,2,3,Transfer,2.723025538517452,0,1,5,686,-19468.025145265274,5,0
5162,347.48445316387586,33011.22199321469,10,4,Transfer,9.384138040415804,1,0,5,950,32663.737540050814,1,0
5163,18326.189478373937,12465.827460740762,16,2,Transfer,3.4838465313723317,1,1,14,35,-5860.362017633175,3,0
5164,22743.861518107326,9999.4154003124,17,2,Deposit,3.3550281750903173,1,1,11,183,-12744.446117794925,4,0
5165,107925.96544381659,1487.7276599548522,18,1,Airtime,4.034629022682263,1,1,10,646,-106438.23778386174,3,0
5166,154391.1349589845,24110.511757984455,17,2,Bill Payment,0.6803250823921505,1,0,12,321,-130280.62320100005,6,0
5167,8045.440095725878,22003.632896443953,5,1,Transfer,4.165456527729154,1,1,14,127,13958.192800718076,2,0
5168,16297.580997821893,12459.519438231438,14,6,Bill Payment,4.009759728576052,1,1,15,872,-3838.0615595904546,3,0
5169,4758.835806184822,3628.9560364748468,6,3,Deposit,7.020773668858805,1,1,11,961,-1129.8797697099753,9,0
5170,2307.3959894917543,22033.53785519601,4,5,Withdrawal,5.027702973229574,1,1,9,746,19726.141865704256,3,0
5171,40936.99918939451,39622.050442509935,4,3,Transfer,15.508802137100384,1,0,12,506,-1314.9487468845764,2,0
5172,1724.7353593158018,36048.824435031675,6,1,Transfer,0.41745900622402277,1,1,19,3,34324.08907571587,7,0
5173,9611.794324623697,43178.94960314834,21,3,Bill Payment,7.384413253259035,1,1,12,557,33567.155278524646,4,0
5174,3009.869737419138,1469.5516979446256,11,2,Deposit,6.96161016295028,1,1,8,179,-1540.3180394745123,1,0
5175,66129.24558743127,48354.54652342533,7,6,Transfer,1.5690689757693113,0,1,7,79,-17774.699064005945,5,0
5176,808438.7507916115,17729.20037874497,17,3,Transfer,5.995760051845074,1,1,12,713,-790709.5504128665,0,0
5177,1630.7968418744465,49529.49200850628,17,6,Transfer,5.384076606900464,1,1,13,98,47898.69516663183,4,0
5178,541.2942516420871,13378.353569486957,16,2,Withdrawal,1.774139429466612,0,1,10,25,12837.059317844869,5,0
5179,17158.110037471462,24105.282991333996,22,5,Bill Payment,6.432833470726957,1,1,14,81,6947.172953862533,5,0
5180,22728.96978766407,18342.45615218988,10,5,Withdrawal,13.34311455070543,1,1,12,567,-4386.513635474192,0,0
5181,34109.07010933128,18432.275034720828,14,2,Bill Payment,1.8207929826065639,1,1,10,200,-15676.795074610454,4,0
5182,9021.437509936473,42271.82283866258,19,6,Bill Payment,19.58081509865307,1,0,12,66,33250.3853287261,2,0
5183,14745.915414230627,37574.5280471296,5,0,Transfer,1.2698620289760303,1,0,10,774,22828.61263289897,4,0
5184,45936.75421653,49615.42032627236,11,3,Transfer,0.7230582494645309,1,1,8,151,3678.666109742364,4,0
5185,176462.1677385814,31062.219453158115,22,3,Deposit,0.40090297250428686,1,1,9,50,-145399.94828542328,7,0
5186,441.3783567203462,23699.57361533063,6,1,Transfer,1.201978564464784,1,1,12,589,23258.195258610285,5,0
5187,10531.448151569657,5413.619284397665,7,1,Withdrawal,2.096640925834709,1,1,9,865,-5117.828867171992,1,0
5188,33779.776968973216,49831.509556178986,3,6,Transfer,6.605521502230004,1,1,12,394,16051.73258720577,3,0
5189,3512.3752281581933,28025.00199368186,2,4,Deposit,0.3736768828383942,1,1,5,291,24512.626765523666,2,0
5190,702456.8561244438,35323.39601481695,2,2,Transfer,3.5389205142798463,0,1,10,233,-667133.4601096269,7,0
5191,6180.659373754445,20930.37697237426,9,5,Deposit,3.6567659208008854,1,1,10,342,14749.717598619813,2,0
5192,20280.490138647678,27838.06970078256,23,5,Withdrawal,1.293484721665411,1,1,7,845,7557.579562134881,3,0
5193,66972.9572448799,47186.30886275147,14,0,Bill Payment,0.23261114860387921,1,1,15,453,-19786.648382128427,3,0
5194,6750.895369453966,9154.552458648534,12,2,Transfer,1.2752291915372114,1,1,9,70,2403.6570891945676,2,0
5195,548.3171741112338,15326.256632182474,18,3,Withdrawal,1.309353775302873,0,1,8,873,14777.93945807124,5,0
5196,9345.88058604761,8450.926661123583,7,4,Transfer,5.82414112313672,1,1,8,396,-894.9539249240261,3,0
5197,172625.7286762599,39818.57928643396,17,2,Transfer,1.3314261888535723,1,1,10,599,-132807.14938982594,2,0
5198,11228.49189764225,4040.2177606696487,4,4,Transfer,2.0795790808261185,1,1,8,177,-7188.274136972602,7,0
5199,4052.6707900199513,4999.950842715577,20,2,Deposit,0.24295821482631877,1,1,9,107,947.2800526956257,3,0
5200,140272.8058897938,15626.211526581066,6,6,Deposit,4.890112581911927,1,1,12,47,-124646.59436321272,2,0
5201,11366.77843963238,26195.22086512955,4,3,Transfer,3.2136370201922726,1,1,13,605,14828.442425497171,2,0
5202,7940.0779589422855,20907.46522741974,18,3,Transfer,2.1153671697995406,1,1,12,607,12967.387268477454,0,0
5203,29700.292681156207,3195.999222869556,16,2,Transfer,6.068101708870072,1,0,9,770,-26504.29345828665,4,0
5204,102898.71349209055,47917.08633567663,18,5,Withdrawal,5.730436492006676,1,1,9,982,-54981.627156413924,4,0
5205,2580327.955785836,47690.6064975461,3,6,Withdrawal,1.9867939379537205,1,0,10,146,-2532637.34928829,1,1
5206,115205.43619403063,14688.459838797235,21,5,Withdrawal,6.179169285792348,1,1,13,536,-100516.97635523339,1,0
5207,224062.41552859056,36844.7551481605,23,0,Deposit,2.1401635814581197,1,1,9,270,-187217.66038043005,3,0
5208,8006.9692848198165,29350.195157777966,6,3,Withdrawal,1.2551391104675353,1,1,11,38,21343.225872958148,4,0
5209,2830.656062743142,12636.35805527558,23,6,Transfer,6.36179093399213,1,1,9,41,9805.701992532438,1,0
5210,24950.838285643928,13846.406035339156,21,1,Transfer,6.510239158947031,1,1,14,546,-11104.432250304772,2,0
5211,27291.752533201132,25066.505541212075,5,0,Withdrawal,10.040888621706443,1,1,11,68,-2225.2469919890573,4,0
5212,2547.7719656792815,21542.610133370647,13,2,Withdrawal,3.475187343852935,1,1,14,202,18994.838167691363,4,0
5213,15512.647535111288,15270.237083331947,21,0,Bill Payment,1.322295607812489,1,1,15,840,-242.4104517793403,3,0
5214,48953.943349553796,40568.0682189523,18,1,Airtime,9.066869025904914,1,1,12,678,-8385.875130601496,5,0
5215,45287.52059824633,24591.68296423186,19,3,Bill Payment,0.9598413647223082,0,1,11,603,-20695.83763401447,3,0
5216,60389.81275907811,33087.555057067264,10,3,Airtime,13.95283382268303,0,1,6,703,-27302.257702010844,2,0
5217,39416.09286621902,10274.401508225897,21,5,Withdrawal,1.831127248164327,1,1,9,798,-29141.69135799312,4,0
5218,7990.292780533644,27141.87546330785,6,3,Transfer,0.09470612393537114,0,1,15,323,19151.582682774206,0,0
5219,7880.9106957618,16580.826422884453,2,6,Transfer,1.0336839180083086,0,1,14,551,8699.915727122654,2,0
5220,2002.3909169233145,26794.266909349033,19,5,Bill Payment,2.67893831425543,1,1,10,413,24791.875992425717,2,0
5221,781953.1274198365,39260.46583713548,21,1,Transfer,0.283853465005749,1,1,17,992,-742692.661582701,2,0
5222,22627.03545172305,38676.747294471825,16,0,Transfer,2.634105845340888,1,1,10,298,16049.711842748773,2,0
5223,14048.82285107528,18356.81322367952,10,2,Deposit,1.1337632965146707,1,1,6,689,4307.990372604241,2,0
5224,3437.2115890755913,35019.57873690232,14,2,Transfer,0.09568133931499091,1,1,12,600,31582.367147826724,0,0
5225,7813126.83474535,47123.20756931957,6,6,Deposit,1.776283163309672,1,0,6,760,-7766003.627176031,2,1
5226,2574.3283279410466,31657.797166320415,14,0,Withdrawal,1.2828848211648696,1,1,11,348,29083.46883837937,4,0
5227,9342.266322970529,8272.09604574922,16,3,Withdrawal,2.72156498604377,1,1,9,351,-1070.1702772213084,0,0
5228,50598.32098306346,34305.72283467566,10,5,Deposit,7.115109642323373,1,1,10,531,-16292.598148387799,3,0
5229,73161.59702588202,6140.314931116254,11,2,Transfer,3.5644596576911614,1,1,6,157,-67021.28209476576,3,0
5230,149621.5089260527,43733.41003085833,12,3,Transfer,7.306496316721858,1,1,9,976,-105888.09889519436,2,0
5231,818490.456137088,26316.364294295076,10,6,Bill Payment,2.0524829000980755,1,1,10,801,-792174.0918427929,7,0
5232,60616.06954539591,19871.896079267397,10,4,Transfer,0.06636140829369941,1,1,8,995,-40744.173466128515,3,0
5233,2664.944204722889,3793.3231378349265,8,4,Deposit,12.76634327183135,1,1,8,215,1128.3789331120374,1,0
5234,13175.439740708496,19658.402995013374,10,6,Deposit,1.8895987441470758,1,1,13,210,6482.963254304877,0,0
5235,40768.48946745736,45257.12672787368,3,2,Transfer,3.742006146278407,1,1,9,551,4488.637260416319,1,0
5236,1378424.9752019458,2028.1668180288557,1,0,Transfer,3.1669883275477573,1,1,11,165,-1376396.808383917,3,0
5237,1345.3225039090935,24257.75973130844,22,0,Transfer,4.374365559692385,1,0,9,141,22912.437227399347,3,0
5238,244056.00593333627,46626.746464420496,3,0,Transfer,10.81255527701413,1,1,15,401,-197429.25946891578,1,0
5239,31565.774876319712,20347.208988486032,13,3,Transfer,10.096231041775571,1,1,11,904,-11218.56588783368,1,0
5240,117672.55287845834,21980.60868564537,4,4,Airtime,19.824542238968863,1,1,6,301,-95691.94419281298,3,0
5241,17961.943823883277,29349.442704756875,16,3,Deposit,3.7577947145120922,1,1,13,547,11387.498880873598,4,0
5242,4085.2358438793563,23683.92934528199,11,1,Transfer,12.785077154737017,1,1,6,401,19598.693501402635,4,0
5243,98888.23567362402,9261.48287064007,5,1,Deposit,3.293247976667375,1,1,8,459,-89626.75280298395,1,0
5244,81541.06637388332,1909.2214144231598,11,2,Transfer,0.22709940580345833,1,0,11,787,-79631.84495946017,3,0
5245,153908.55887130002,30880.77124095638,14,1,Transfer,0.7902614673916222,1,1,8,998,-123027.78763034364,4,0
5246,21448.08685013991,46119.522763382796,22,0,Bill Payment,2.032223487128412,1,1,10,818,24671.435913242887,5,0
5247,6636.605908063474,6211.842518331116,18,2,Bill Payment,6.463248888093796,1,1,9,77,-424.7633897323585,1,0
5248,974.9888255446435,11336.683243384916,9,4,Withdrawal,0.42436742357148804,1,1,10,482,10361.694417840272,4,0
5249,113407.92308151671,19141.244805423703,1,5,Bill Payment,2.243575037975276,1,1,9,918,-94266.67827609301,3,0
5250,51419.81921109909,40628.36922203487,11,4,Bill Payment,20.188227894275535,1,0,14,84,-10791.449989064226,6,0
5251,3192.1014296534936,14193.755507077902,11,6,Deposit,7.701434047118853,1,1,10,420,11001.654077424408,1,0
5252,7501.457795777169,44220.66580965966,6,1,Bill Payment,4.243110458151599,1,1,11,735,36719.20801388249,4,0
5253,8660.107164184974,3692.9358578532538,0,6,Deposit,0.3188021367283249,1,1,10,31,-4967.17130633172,1,0
5254,1134.595111181037,47106.87444168781,17,1,Transfer,0.07363410969635893,1,1,7,530,45972.279330506775,2,0
5255,4292.545560914491,28476.606815814477,2,4,Bill Payment,0.5560447883627122,1,0,11,220,24184.061254899985,4,0
5256,2280.9317172407823,33280.10624589752,19,6,Transfer,1.9810160300467197,1,1,10,916,30999.17452865674,0,0
5257,9653.173266876816,19016.786604281304,4,1,Transfer,4.662016041764764,1,1,10,958,9363.613337404488,0,0
5258,5027.132411155825,39317.71999004196,19,1,Transfer,1.0999935425175997,0,1,7,802,34290.58757888613,2,0
5259,850.6409790222759,9161.746254135898,14,3,Bill Payment,0.26252843077121324,1,1,8,534,8311.105275113623,4,0
5260,1258184.6186253096,3396.6794386458646,9,5,Transfer,0.47621668711359116,0,0,14,890,-1254787.9391866636,3,1
5261,269704.3025397126,20380.3302122703,18,5,Deposit,2.782558880452473,0,1,10,434,-249323.9723274423,0,0
5262,4637.641214230594,42831.08998507093,0,4,Deposit,7.41682476435861,1,1,13,228,38193.44877084034,0,0
5263,37981.05619826283,37991.41499524704,6,4,Deposit,8.604293511925453,1,1,14,328,10.35879698421195,0,0
5264,50763.363358075316,26340.642553958944,21,1,Transfer,1.7198684234326447,1,1,6,989,-24422.720804116372,3,0
5265,238511.23844116338,29034.74961110232,17,0,Deposit,5.444866963365168,0,1,12,406,-209476.48883006105,1,0
5266,4284.63200135441,7364.748488639016,1,3,Airtime,2.4937426541165344,0,1,6,131,3080.1164872846057,1,0
5267,195675.6201521582,42193.39392226153,18,0,Transfer,17.970156631794897,1,1,6,507,-153482.22622989665,3,0
5268,7362.754479096375,39561.02446524565,23,1,Bill Payment,2.595640961748237,1,1,6,429,32198.26998614928,5,0
5269,1522.753048466596,33167.04930046019,23,4,Transfer,2.5201077078173197,1,1,6,642,31644.296251993594,2,0
5270,93739.32949445442,23843.360780117982,9,6,Deposit,3.4814366618573276,1,1,16,201,-69895.96871433643,6,0
5271,291127.57386445045,48258.50414569611,14,6,Withdrawal,0.12916678125386266,1,0,10,969,-242869.06971875433,1,0
5272,3897391.1332270876,44072.56662194708,9,0,Bill Payment,2.7058080414805366,1,1,8,666,-3853318.5666051405,2,0
5273,1999.294145142065,32577.09418221631,9,5,Transfer,8.821928301064416,1,1,12,699,30577.800037074245,2,0
5274,89128.94052126826,19218.248888147107,11,2,Withdrawal,4.734806698989127,1,1,10,769,-69910.69163312115,5,0
5275,9705.009868144358,31283.091655394106,7,0,Transfer,17.437221554161567,1,1,13,125,21578.08178724975,1,0
5276,105526.50378389649,29196.6054000026,22,4,Deposit,1.9698290636654139,1,1,11,489,-76329.89838389389,5,0
5277,1163.3056126042409,20317.8574039109,13,5,Withdrawal,0.8808483180678729,0,1,12,53,19154.55179130666,1,0
5278,1762.450498972888,16027.024612715728,1,1,Transfer,6.94301263794763,1,1,9,953,14264.57411374284,2,0
5279,4666.900163284118,20943.5288196288,16,0,Withdrawal,0.22319317444086637,1,1,14,592,16276.628656344681,3,0
5280,25794.79719167039,29121.658895636494,5,1,Transfer,0.8691240207903582,0,1,7,555,3326.861703966104,2,0
5281,6110.949657962748,21978.607390843626,7,3,Withdrawal,3.535720722939411,0,1,12,146,15867.657732880878,2,0
5282,82298.54339849624,13915.14992186781,0,2,Withdrawal,7.002750686312146,0,1,7,167,-68383.39347662844,4,0
5283,171748.97404262866,38287.20257027963,2,6,Withdrawal,4.5935931831290215,1,1,13,768,-133461.77147234904,2,0
5284,73068.6787386829,27041.907301913234,14,4,Transfer,26.38529309123758,1,1,9,31,-46026.77143676966,3,0
5285,561055.5949468219,4316.082998054399,16,4,Transfer,5.320190690879896,1,0,10,46,-556739.5119487675,3,0
5286,50597.28809661226,19047.50877568015,6,1,Bill Payment,6.454327172089721,1,1,7,257,-31549.77932093211,3,0
5287,1931.7982412407614,44360.75940338768,13,2,Bill Payment,25.510461301692416,1,1,7,942,42428.96116214692,1,0
5288,336634.4919364168,38006.59002879765,23,5,Deposit,4.488111951227239,1,1,7,129,-298627.90190761915,2,0
5289,6566.180112620276,16839.092413256345,2,4,Deposit,6.269639592331156,1,1,16,824,10272.912300636068,1,0
5290,136058.06190333606,46970.97445018095,17,0,Withdrawal,1.771443168081188,1,1,9,558,-89087.08745315511,7,0
5291,512711.42069320765,4753.542509552297,21,4,Deposit,3.847501619467643,1,1,10,344,-507957.8781836553,1,0
5292,54905.896245183314,48100.500490717255,4,0,Transfer,12.149388907804529,1,1,7,439,-6805.395754466059,3,0
5293,1105.090348182697,13039.549531749106,19,4,Withdrawal,9.597576293089315,0,1,14,312,11934.459183566409,5,0
5294,3510.71734361925,1445.6148348185438,21,0,Transfer,1.8284913399539269,1,1,8,590,-2065.1025088007063,3,0
5295,310360.2299030989,22256.59378939801,14,3,Bill Payment,2.209747384390991,1,0,5,535,-288103.63611370086,2,0
5296,15705.317507136626,18589.551054663425,5,1,Deposit,9.366158302947333,1,1,11,560,2884.233547526799,0,0
5297,25826.2596682474,27415.361255132895,2,5,Deposit,1.6750838623985398,1,1,10,190,1589.1015868854956,3,0
5298,100473.45400405543,40041.870167922425,17,5,Withdrawal,10.929256071632086,1,1,8,136,-60431.583836133,4,0
5299,88667.23635758652,42279.10930537191,23,3,Transfer,7.431003173631109,1,1,6,322,-46388.12705221461,4,0
5300,38468.67777129888,20660.2699809729,19,6,Deposit,0.8264755583454018,1,1,5,517,-17808.40779032598,2,0
5301,14511.01445394958,22062.44144161116,21,5,Withdrawal,6.360633355393527,1,1,6,294,7551.426987661582,2,0
5302,11785.946292940082,8260.70878614421,2,0,Transfer,8.988693408562833,1,1,12,248,-3525.237506795871,6,0
5303,122491.58963665584,3329.832835177011,7,5,Deposit,0.779426972171237,0,1,7,865,-119161.75680147883,3,0
5304,66645.25045887644,32419.534521516212,18,1,Transfer,3.056442659334173,1,1,20,132,-34225.71593736023,4,0
5305,13166.091777037946,4157.443652081922,17,2,Deposit,9.925319480206698,1,1,11,167,-9008.648124956024,5,0
5306,191803.10422273222,36957.675851651344,14,0,Transfer,1.1072874168311249,0,1,6,264,-154845.42837108087,2,0
5307,17016.381381505784,27415.417106090128,22,6,Withdrawal,2.980911348388476,1,1,12,93,10399.035724584344,1,0
5308,4010.5178488671595,10730.565933078087,13,6,Transfer,4.743684950519621,1,1,6,349,6720.048084210928,2,0
5309,4827.377324600797,27436.62423211983,15,6,Withdrawal,0.5115611620396522,1,1,11,256,22609.24690751903,3,0
5310,3110.4364326842347,9966.888113502844,2,5,Withdrawal,1.1916399440533034,1,1,11,37,6856.451680818609,3,0
5311,12774.163925592318,22498.12316801019,14,4,Withdrawal,3.143640614370618,1,1,8,934,9723.95924241787,5,0
5312,259743.15508309935,40178.45549586922,18,4,Bill Payment,2.3394801073367497,1,1,12,478,-219564.69958723013,4,0
5313,4401.979644550103,23634.045377121234,7,2,Transfer,1.9635538904003156,1,0,8,632,19232.06573257113,5,0
5314,32110.922692586184,8286.266596579862,1,3,Airtime,0.13360422411836317,1,1,4,367,-23824.65609600632,1,0
5315,5923.135949029378,36467.605409324315,16,0,Transfer,13.150931975881804,1,1,8,700,30544.46946029494,1,0
5316,13087.095108830923,10151.652397230433,11,4,Deposit,10.256128927828057,1,1,5,908,-2935.44271160049,4,0
5317,1074.829771607238,37188.94384413536,18,6,Transfer,2.492998984623508,1,1,11,616,36114.11407252812,2,0
5318,14170.583943592937,24488.262171575832,10,1,Withdrawal,1.0006455543885735,1,1,8,200,10317.678227982895,2,0
5319,14951.833902962495,23233.34619562078,17,2,Bill Payment,0.3577258107260922,1,1,11,880,8281.512292658284,3,0
5320,64898.24677479212,42720.316855016266,12,3,Bill Payment,0.657312701661204,0,0,19,571,-22177.929919775852,3,0
5321,34425.80909731856,35721.57269269277,13,6,Transfer,4.606799156431143,1,1,6,367,1295.7635953742065,3,0
5322,2004.6319365496088,2612.629050792024,11,3,Transfer,6.619738604022054,1,1,12,275,607.9971142424151,5,0
